Invoice ID,Branch,Customer type,Gender,Product Catogry,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
641-43-2399,Farwaniya,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,31-Mar-22,20:23,Knet
821-14-9046,Farwaniya,Member,Female,Health and beauty,17.48,6,5.244,110.124,30-Mar-22,15:04,Knet
540-11-4336,Hawally,Normal,Male,Food and beverages,24.94,4,11.223,110.983,01-Mar-22,16:49,Credit card
569-71-4390,Farwaniya,Normal,Male,Sports and travel,21.87,5,2.187,111.537,01-Mar-22,14:29,Credit card
730-50-9884,Aljahra,Normal,Female,Sports and travel,83.06,1,29.071,112.131,29-Mar-22,14:31,Knet
378-24-2715,Farwaniya,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,31-Mar-22,20:38,Knet
182-52-7000,Hawally,Member,Female,Sports and travel,27.04,4,5.408,113.568,30-Mar-22,20:26,Knet
642-32-2990,Hawally,Normal,Female,Food and beverages,10.96,10,5.48,115.08,30-Mar-22,20:48,Knet
291-32-1427,Farwaniya,Member,Male,Health and beauty,21.94,5,5.485,115.185,31-Mar-22,12:29,Knet
880-46-5796,Hawally,Member,Female,Sports and travel,76.92,1,38.46,115.38,06-Mar-22,08:00,Credit card
487-79-6868,Farwaniya,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,26-Mar-22,19:28,Credit card
794-32-2436,Farwaniya,Member,Male,Electronic accessories,55.67,2,5.567,116.907,31-Mar-22,15:08,Knet
829-49-1914,Aljahra,Member,Female,Food and beverages,78.31,1,39.155,117.465,31-Mar-22,16:24,Knet
554-53-8700,Aljahra,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,30-Mar-22,10:11,Knet
356-44-8813,Farwaniya,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,25-Mar-22,22:04,Knet
243-47-2663,Aljahra,Member,Male,Electronic accessories,18.77,6,5.631,118.251,30-Mar-22,10:04,Knet
748-45-2862,Hawally,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,30-Mar-22,18:35,Credit card
669-54-1719,Farwaniya,Member,Male,Electronic accessories,18.93,6,5.679,119.259,31-Mar-22,12:45,Credit card
764-44-8999,Farwaniya,Normal,Female,Health and beauty,14.76,8,1.476,119.556,25-Mar-22,05:00,Knet
549-23-9016,Aljahra,Member,Female,Food and beverages,14.87,8,1.487,120.447,30-Mar-22,05:04,Knet
606-80-4905,Aljahra,Member,Female,Sports and travel,19.15,6,5.745,120.645,01-Mar-22,10:01,Knet
727-75-6477,Aljahra,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,30-Mar-22,14:44,Knet
349-97-8902,Farwaniya,Member,Male,Food and beverages,57.89,2,5.789,121.569,31-Mar-22,15:30,Knet
266-76-6436,Aljahra,Member,Female,Food and beverages,38.6,3,5.79,121.59,04-Mar-22,13:57,Credit card
745-74-0715,Hawally,Normal,Female,Electronic accessories,58.03,2,5.803,121.863,28-Mar-22,11:00,Credit card
123-19-1176,Hawally,Member,Male,Health and beauty,58.22,2,5.822,122.262,03-Mar-22,20:33,Knet
545-07-8534,Aljahra,Normal,Female,Health and beauty,58.32,2,5.832,122.472,21-Mar-22,12:42,Knet
583-41-4548,Aljahra,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,30-Mar-22,11:36,Knet
448-81-5016,Hawally,Normal,Male,Health and beauty,59.77,2,5.977,125.517,02-Mar-22,12:01,Knet
396-90-2219,Farwaniya,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,01-Mar-22,12:29,Knet
339-38-9982,Farwaniya,Member,Male,Health and beauty,59.86,2,5.986,125.706,01-Mar-22,14:55,Credit card
503-21-4385,Aljahra,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,31-Mar-22,12:40,Credit card
148-82-2527,Aljahra,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,20-Mar-22,13:44,Knet
816-57-2053,Hawally,Normal,Male,Sports and travel,60.87,2,6.087,127.827,30-Mar-22,12:37,Knet
261-12-8671,Farwaniya,Normal,Female,Health and beauty,60.96,2,6.096,128.016,19-Mar-22,19:39,Knet
650-98-6268,Farwaniya,Member,Female,Food and beverages,20.87,6,3.1305,128.3505,10-Mar-22,13:53,Knet
760-54-1821,Farwaniya,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,30-Mar-22,10:26,Knet
760-53-9233,Hawally,Member,Male,Health and beauty,41.28,3,6.192,130.032,30-Mar-22,18:37,Credit card
560-30-5617,Farwaniya,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,25-Mar-22,18:27,Credit card
641-51-2661,Aljahra,Member,Female,Food and beverages,87.1,1,43.55,130.65,06-Mar-22,14:45,Knet
268-20-3585,Aljahra,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,30-Mar-22,12:50,Knet
760-27-5490,Aljahra,Normal,Male,Health and beauty,15.62,8,6.248,131.208,31-Mar-22,20:37,Knet
766-85-7061,Farwaniya,Normal,Male,Health and beauty,87.87,1,43.935,131.805,01-Mar-22,10:25,Knet
101-81-4070,Aljahra,Member,Female,Health and beauty,62.82,2,6.282,131.922,01-Mar-22,12:36,Knet
133-14-7229,Aljahra,Normal,Male,Health and beauty,62.87,2,6.287,132.027,31-Mar-22,11:43,Credit card
102-06-2002,Aljahra,Member,Female,Sports and travel,25.25,5,6.3125,132.5625,30-Mar-22,17:52,Credit card
529-56-3974,Aljahra,Member,Male,Electronic accessories,25.51,5,5.102,132.652,12-Mar-22,20:15,Knet
556-97-7101,Aljahra,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,23-Mar-22,15:51,Knet
830-58-2383,Farwaniya,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,27-Mar-22,07:30,Knet
592-34-6155,Aljahra,Normal,Male,Food and beverages,31.77,4,6.354,133.434,01-Mar-22,14:43,Knet
596-42-3999,Farwaniya,Normal,Male,Food and beverages,18.22,7,6.377,133.917,25-Mar-22,14:04,Knet
322-02-2271,Farwaniya,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,04-Mar-22,11:46,Credit card
151-16-1484,Hawally,Member,Male,Electronic accessories,32.25,4,6.45,135.45,19-Mar-22,12:38,Credit card
746-54-5508,Hawally,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,08-Mar-22,12:48,Knet
767-97-4650,Farwaniya,Member,Female,Sports and travel,64.83,2,6.483,136.143,31-Mar-22,11:59,Knet
200-16-5952,Aljahra,Member,Female,Food and beverages,65.65,2,6.565,137.865,29-Mar-22,16:46,Knet
700-81-1757,Hawally,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,27-Mar-22,20:59,Knet
744-09-5786,Farwaniya,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,31-Mar-22,18:50,Knet
776-68-1096,Farwaniya,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,30-Mar-22,13:45,Credit card
399-69-4630,Aljahra,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,23-Mar-22,20:04,Credit card
301-11-9629,Hawally,Normal,Female,Sports and travel,19.1,7,6.685,140.385,27-Mar-22,10:43,Knet
150-89-8043,Hawally,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,31-Mar-22,01:00,Knet
400-45-1220,Farwaniya,Normal,Female,Health and beauty,13.5,10,6.75,141.75,30-Mar-22,11:06,Knet
134-75-2619,Hawally,Member,Male,Electronic accessories,19.32,7,6.762,142.002,24-Mar-22,21:04,Knet
788-21-5741,Hawally,Normal,Male,Health and beauty,45.38,3,6.807,142.947,01-Mar-22,13:34,Knet
585-86-8361,Hawally,Normal,Female,Food and beverages,27.28,5,6.82,143.22,29-Mar-22,10:31,Credit card
734-91-1155,Farwaniya,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,31-Mar-22,10:34,Credit card
453-12-7053,Aljahra,Normal,Male,Health and beauty,45.74,3,6.861,144.081,30-Mar-22,17:38,Knet
751-15-6198,Farwaniya,Normal,Male,Sports and travel,23.01,6,6.903,144.963,04-Mar-22,10:01,Knet
750-57-9686,Aljahra,Normal,Female,Home and lifestyle,45.38,3,9.076,145.216,31-Mar-22,13:48,Knet
510-79-0415,Farwaniya,Member,Female,Sports and travel,23.08,6,6.924,145.404,01-Mar-22,19:20,Knet
595-94-9924,Hawally,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,19-Mar-22,20:21,Knet
181-94-6432,Aljahra,Member,Male,Health and beauty,69.33,2,6.933,145.593,30-Mar-22,19:05,Credit card
620-02-2046,Aljahra,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,25-Mar-22,19:48,Credit card
207-73-1363,Farwaniya,Normal,Male,Health and beauty,69.51,2,6.951,145.971,01-Mar-22,12:15,Knet
656-16-1063,Farwaniya,Normal,Male,Sports and travel,46.42,3,6.963,146.223,30-Mar-22,13:24,Knet
695-51-0018,Farwaniya,Normal,Female,Sports and travel,34.84,4,6.968,146.328,06-Mar-22,18:36,Knet
816-72-8853,Hawally,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,25-Mar-22,15:48,Knet
423-64-4619,Hawally,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,01-Mar-22,13:12,Knet
334-64-2006,Hawally,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,21-Mar-22,19:30,Credit card
892-05-6689,Hawally,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,30-Mar-22,13:28,Credit card
808-65-0703,Aljahra,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,23-Mar-22,17:22,Knet
527-09-6272,Hawally,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,31-Mar-22,16:00,Knet
633-09-3463,Aljahra,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,31-Mar-22,19:00,Knet
373-14-0504,Hawally,Member,Female,Sports and travel,71.63,2,7.163,150.423,23-Mar-22,14:33,Knet
613-59-9758,Aljahra,Normal,Female,Sports and travel,14.36,10,7.18,150.78,16-Mar-22,14:28,Knet
198-66-9832,Farwaniya,Member,Female,Health and beauty,72.04,2,7.204,151.284,26-Mar-22,23:04,Credit card
378-07-7001,Farwaniya,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,30-Mar-22,21:00,Credit card
120-54-2248,Farwaniya,Normal,Female,Food and beverages,28.86,5,7.215,151.515,30-Mar-22,18:08,Knet
355-34-6244,Farwaniya,Normal,Female,Food and beverages,72.39,2,7.239,152.019,31-Mar-22,19:55,Knet
340-66-0321,Hawally,Member,Male,Electronic accessories,36.36,4,7.272,152.712,13-Mar-22,13:07,Knet
387-49-4215,Farwaniya,Member,Female,Sports and travel,48.5,3,7.275,152.775,29-Mar-22,12:50,Knet
510-95-6347,Farwaniya,Member,Female,Food and beverages,48.52,3,7.278,152.838,31-Mar-22,18:17,Knet
173-57-2300,Aljahra,Member,Male,Sports and travel,72.88,2,7.288,153.048,30-Mar-22,12:51,Credit card
236-27-1144,Aljahra,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,01-Mar-22,10:31,Credit card
437-58-8131,Farwaniya,Normal,Female,Health and beauty,73.52,2,7.352,154.392,01-Mar-22,13:41,Knet
767-54-1907,Farwaniya,Member,Female,Health and beauty,29.56,5,7.39,155.19,01-Mar-22,16:59,Knet
583-72-1480,Aljahra,Member,Male,Electronic accessories,37.06,4,7.412,155.652,30-Mar-22,16:24,Knet
795-49-7276,Hawally,Normal,Male,Health and beauty,37.15,4,7.43,156.03,22-Mar-22,18:59,Knet
750-67-8428,Hawally,Member,Female,Health and beauty,74.69,2,7.469,156.849,01-Mar-22,13:08,Knet
287-83-1405,Hawally,Normal,Male,Health and beauty,25.43,6,7.629,160.209,01-Mar-22,19:01,Credit card
423-80-0988,Aljahra,Normal,Male,Sports and travel,76.4,2,7.64,160.44,02-Mar-22,19:42,Credit card
655-85-5130,Farwaniya,Member,Female,Health and beauty,38.3,4,7.66,160.86,23-Mar-22,19:22,Knet
873-51-0671,Hawally,Member,Female,Sports and travel,21.98,7,7.693,161.553,28-Mar-22,16:42,Knet
480-63-2856,Aljahra,Normal,Male,Food and beverages,19.25,8,7.7,161.7,03-Mar-22,18:37,Knet
656-95-9349,Hawally,Member,Female,Health and beauty,68.93,2,24.1255,161.9855,17-Mar-22,00:29,Knet
301-81-8610,Farwaniya,Member,Male,Health and beauty,25.42,6,10.168,162.688,06-Mar-22,19:42,Knet
851-28-6367,Hawally,Member,Male,Sports and travel,15.5,10,7.75,162.75,01-Mar-22,10:55,Credit card
701-23-5550,Farwaniya,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,01-Mar-22,12:04,Credit card
729-09-9681,Hawally,Member,Male,Home and lifestyle,25.91,6,7.773,163.233,18-Mar-22,10:16,Knet
497-36-0989,Hawally,Normal,Male,Health and beauty,51.94,3,7.791,163.611,27-Mar-22,02:04,Knet
152-68-2907,Hawally,Normal,Male,Food and beverages,52.2,3,7.83,164.43,18-Mar-22,13:30,Knet
286-62-6248,Farwaniya,Normal,Male,Health and beauty,39.21,4,7.842,164.682,31-Mar-22,20:03,Knet
665-63-9737,Farwaniya,Normal,Male,Health and beauty,52.42,3,7.863,165.123,31-Mar-22,17:36,Knet
139-52-2867,Aljahra,Normal,Female,Health and beauty,22.51,7,7.8785,165.4485,16-Mar-22,10:50,Credit card
135-13-8269,Farwaniya,Member,Female,Food and beverages,78.88,2,7.888,165.648,01-Mar-22,16:04,Credit card
867-47-1948,Aljahra,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,18-Mar-22,12:07,Knet
199-75-8169,Hawally,Member,Male,Sports and travel,15.81,10,7.905,166.005,31-Mar-22,12:27,Knet
414-12-7047,Farwaniya,Normal,Male,Food and beverages,19.79,8,7.916,166.236,13-Mar-22,12:04,Knet
877-22-3308,Hawally,Member,Male,Health and beauty,15.87,10,7.935,166.635,30-Mar-22,16:40,Knet
186-71-5196,Hawally,Member,Female,Food and beverages,79.54,2,7.954,167.034,06-Mar-22,16:30,Knet
518-71-6847,Farwaniya,Member,Male,Food and beverages,26.6,6,7.98,167.58,16-Mar-22,15:10,Credit card
856-66-2701,Hawally,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,01-Mar-22,14:19,Credit card
340-21-9136,Hawally,Member,Female,Sports and travel,40.05,4,8.01,168.21,06-Mar-22,11:40,Knet
870-54-3162,Hawally,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,01-Mar-22,13:26,Knet
289-65-5721,Farwaniya,Normal,Female,Health and beauty,81.37,2,8.137,170.877,30-Mar-22,19:28,Knet
896-34-0956,Hawally,Normal,Male,Health and beauty,21.32,8,1.066,171.626,31-Mar-22,06:04,Knet
831-07-6050,Hawally,Normal,Male,Electronic accessories,32.71,5,8.1775,171.7275,01-Mar-22,11:30,Knet
848-42-2560,Hawally,Normal,Female,Health and beauty,81.91,2,8.191,172.011,31-Mar-22,17:43,Credit card
329-62-1586,Hawally,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,19-Mar-22,18:00,Credit card
628-34-3388,Aljahra,Normal,Male,Health and beauty,27.38,6,8.214,172.494,30-Mar-22,20:54,Knet
692-92-5582,Aljahra,Member,Female,Food and beverages,54.84,3,8.226,172.746,10-Mar-22,18:15,Knet
272-27-9238,Aljahra,Normal,Female,Food and beverages,41.24,4,8.248,173.208,29-Mar-22,16:23,Knet
699-01-4164,Aljahra,Normal,Male,Health and beauty,41.5,4,8.3,174.3,30-Mar-22,19:58,Knet
485-30-8700,Hawally,Normal,Female,Sports and travel,33.26,5,8.315,174.615,28-Mar-22,16:10,Knet
548-48-3156,Hawally,Member,Female,Food and beverages,83.34,2,8.334,175.014,01-Mar-22,03:00,Credit card
756-93-1854,Aljahra,Member,Female,Health and beauty,83.35,2,8.335,175.035,31-Mar-22,14:05,Credit card
442-44-6497,Aljahra,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,04-Mar-22,11:42,Knet
733-33-4967,Aljahra,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,11-Mar-22,19:17,Knet
589-02-8023,Hawally,Member,Male,Food and beverages,83.77,2,8.377,175.917,30-Mar-22,10:54,Knet
242-11-3142,Hawally,Member,Male,Health and beauty,83.77,2,8.377,175.917,01-Mar-22,19:57,Knet
635-28-5728,Hawally,Normal,Male,Health and beauty,56,3,8.4,176.4,26-Mar-22,19:33,Knet
859-97-6048,Aljahra,Member,Male,Electronic accessories,84.25,2,8.425,176.925,27-Mar-22,10:22,Credit card
770-42-8960,Farwaniya,Normal,Male,Food and beverages,21.12,8,8.448,177.408,29-Mar-22,19:31,Credit card
269-10-8440,Hawally,Member,Male,Health and beauty,53.17,3,18.6095,178.1195,09-Mar-22,18:01,Knet
788-07-8452,Aljahra,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,30-Mar-22,17:38,Knet
829-34-3910,Hawally,Normal,Female,Health and beauty,71.38,2,35.69,178.45,15-Mar-22,19:21,Knet
747-58-7183,Farwaniya,Normal,Male,Health and beauty,57.27,3,8.5905,180.4005,06-Mar-22,17:04,Knet
834-45-5519,Aljahra,Normal,Female,Electronic accessories,43,4,8.6,180.6,01-Mar-22,20:48,Knet
790-29-1172,Farwaniya,Normal,Female,Food and beverages,57.34,3,8.601,180.621,28-Mar-22,18:59,Credit card
744-82-9138,Aljahra,Normal,Male,Health and beauty,86.13,2,8.613,180.873,30-Mar-22,17:59,Credit card
214-30-2776,Farwaniya,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,29-Mar-22,19:44,Knet
636-48-8204,Hawally,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,24-Mar-22,11:15,Knet
346-12-3257,Farwaniya,Member,Male,Electronic accessories,19.24,9,8.658,181.818,01-Mar-22,16:28,Knet
779-42-2410,Hawally,Member,Male,Food and beverages,57.74,3,8.661,181.881,21-Mar-22,13:06,Knet
873-14-6353,Hawally,Member,Male,Food and beverages,24.82,7,8.687,182.427,01-Mar-22,10:33,Knet
807-14-7833,Hawally,Member,Female,Electronic accessories,17.42,10,8.71,182.91,30-Mar-22,12:30,Credit card
706-36-6154,Hawally,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,31-Mar-22,18:43,Credit card
746-68-6593,Aljahra,Member,Female,Sports and travel,87.16,2,8.716,183.036,31-Mar-22,14:29,Knet
629-42-4133,Aljahra,Normal,Male,Health and beauty,21.8,8,8.72,183.12,24-Mar-22,19:24,Knet
690-01-6631,Farwaniya,Normal,Female,Health and beauty,17.49,10,8.745,183.645,29-Mar-22,12:00,Knet
189-17-4241,Hawally,Normal,Female,Health and beauty,87.67,2,8.767,184.107,28-Mar-22,12:17,Knet
787-15-1757,Aljahra,Member,Male,Health and beauty,44.07,4,8.814,185.094,04-Mar-22,16:28,Knet
175-54-2529,Hawally,Member,Male,Food and beverages,22.17,8,8.868,186.228,15-Mar-22,17:01,Credit card
258-92-7466,Hawally,Normal,Female,Health and beauty,35.68,5,8.92,187.32,01-Mar-22,18:33,Credit card
418-05-0656,Farwaniya,Normal,Female,Health and beauty,25.56,7,8.946,187.866,30-Mar-22,20:42,Knet
373-88-1424,Aljahra,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,29-Mar-22,18:44,Knet
727-46-3608,Farwaniya,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,30-Mar-22,15:47,Knet
381-20-0914,Hawally,Member,Female,Health and beauty,20.01,9,9.0045,189.0945,30-Mar-22,15:48,Knet
704-10-4056,Aljahra,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,29-Mar-22,03:22,Knet
531-80-1784,Hawally,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,01-Mar-22,17:38,Credit card
120-06-4233,Aljahra,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,30-Mar-22,20:36,Credit card
201-86-2184,Farwaniya,Member,Female,Electronic accessories,26.26,7,9.191,193.011,18-Mar-22,19:40,Knet
509-10-0516,Farwaniya,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,18-Mar-22,12:02,Knet
258-69-7810,Aljahra,Normal,Female,Health and beauty,36.85,5,9.2125,193.4625,20-Mar-22,17:30,Knet
651-61-0874,Aljahra,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,31-Mar-22,20:04,Knet
290-68-2984,Hawally,Normal,Male,Home and lifestyle,23.75,8,4.75,194.75,31-Mar-22,11:22,Knet
674-15-9296,Hawally,Normal,Male,Sports and travel,37.14,5,9.285,194.985,17-Mar-22,13:05,Credit card
732-04-5373,Farwaniya,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,31-Mar-22,10:53,Credit card
339-18-7061,Aljahra,Member,Female,Health and beauty,92.98,2,9.298,195.258,04-Mar-22,15:06,Knet
645-78-8093,Hawally,Normal,Female,Sports and travel,93.14,2,9.314,195.594,01-Mar-22,18:09,Knet
618-34-8551,Hawally,Normal,Female,Sports and travel,93.18,2,9.318,195.678,24-Mar-22,16:01,Knet
142-72-4741,Aljahra,Member,Male,Health and beauty,93.2,2,9.32,195.72,04-Mar-22,18:37,Knet
282-35-2475,Farwaniya,Normal,Female,Sports and travel,93.31,2,9.331,195.951,26-Mar-22,17:53,Knet
372-26-1506,Aljahra,Normal,Female,Health and beauty,23.82,8,5.955,196.515,30-Mar-22,19:24,Credit card
268-03-6164,Farwaniya,Normal,Male,Health and beauty,96.11,2,4.8055,197.0255,30-Mar-22,16:28,Credit card
250-17-5703,Hawally,Member,Male,Food and beverages,18.85,10,9.425,197.925,24-Mar-22,18:24,Knet
375-72-3056,Farwaniya,Normal,Male,Sports and travel,63.06,3,9.459,198.639,06-Mar-22,15:58,Knet
565-80-5980,Aljahra,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,26-Mar-22,10:25,Knet
565-17-3836,Hawally,Member,Female,Health and beauty,47.67,4,9.534,200.214,30-Mar-22,14:21,Knet
595-11-5460,Hawally,Normal,Male,Health and beauty,96.58,2,9.658,202.818,30-Mar-22,10:12,Knet
726-29-6793,Hawally,Member,Male,Electronic accessories,24.18,8,9.672,203.112,28-Mar-22,20:54,Credit card
254-31-0042,Hawally,Member,Male,Electronic accessories,21.5,9,9.675,203.175,17-Mar-22,12:46,Credit card
126-54-1082,Hawally,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,29-Mar-22,11:44,Knet
174-75-0888,Farwaniya,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,30-Mar-22,03:04,Knet
558-80-4082,Aljahra,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,31-Mar-22,17:20,Knet
502-05-1910,Hawally,Normal,Male,Health and beauty,65.18,3,9.777,205.317,27-Mar-22,20:35,Knet
510-09-5628,Hawally,Member,Female,Health and beauty,19.66,10,9.83,206.43,26-Mar-22,18:20,Knet
521-18-7827,Aljahra,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,31-Mar-22,20:46,Credit card
409-33-9708,Hawally,Normal,Female,Health and beauty,98.48,2,9.848,206.808,21-Mar-22,13:04,Credit card
714-02-3114,Aljahra,Normal,Female,Sports and travel,98.8,2,9.88,207.48,29-Mar-22,11:39,Knet
191-29-0321,Aljahra,Member,Female,Health and beauty,19.77,10,9.885,207.585,28-Mar-22,18:57,Knet
438-01-4015,Farwaniya,Member,Female,Sports and travel,49.49,4,9.898,207.858,20-Mar-22,15:25,Knet
868-81-1752,Farwaniya,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,14-Mar-22,18:48,Knet
514-37-2845,Farwaniya,Normal,Male,Health and beauty,99.25,2,9.925,208.425,31-Mar-22,00:15,Knet
174-36-3675,Aljahra,Member,Male,Food and beverages,99.37,2,9.937,208.677,31-Mar-22,17:29,Credit card
831-64-0259,Farwaniya,Normal,Female,Health and beauty,39.75,5,9.9375,208.6875,30-Mar-22,10:43,Credit card
544-32-5024,Aljahra,Member,Female,Food and beverages,49.79,4,9.958,209.118,29-Mar-22,11:30,Knet
471-41-2823,Aljahra,Normal,Male,Food and beverages,99.79,2,9.979,209.559,27-Mar-22,20:37,Knet
446-47-6729,Aljahra,Normal,Male,Health and beauty,99.82,2,9.982,209.622,31-Mar-22,18:09,Knet
437-53-3084,Farwaniya,Normal,Male,Health and beauty,99.89,2,9.989,209.769,21-Mar-22,11:48,Knet
257-60-7754,Hawally,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,25-Mar-22,17:01,Knet
305-03-2383,Hawally,Normal,Female,Food and beverages,67.1,3,10.065,211.365,31-Mar-22,10:36,Credit card
608-04-3797,Farwaniya,Member,Female,Health and beauty,25.32,8,10.128,212.688,27-Mar-22,20:24,Credit card
639-76-1242,Aljahra,Normal,Male,Food and beverages,40.52,5,10.13,212.73,31-Mar-22,15:19,Knet
610-46-4100,Hawally,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,31-Mar-22,20:31,Knet
345-08-4992,Hawally,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,06-Mar-22,15:37,Knet
730-61-8757,Farwaniya,Member,Male,Health and beauty,51.13,4,10.226,214.746,12-Mar-22,10:11,Knet
662-72-2873,Hawally,Normal,Female,Food and beverages,40.94,5,10.235,214.935,28-Mar-22,13:58,Knet
439-54-7422,Hawally,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,31-Mar-22,17:15,Credit card
276-75-6884,Hawally,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,01-Mar-22,10:05,Credit card
649-11-3678,Aljahra,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,04-Mar-22,20:26,Knet
354-39-5160,Hawally,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,28-Mar-22,15:39,Knet
291-55-6563,Hawally,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,30-Mar-22,02:00,Knet
127-47-6963,Hawally,Normal,Male,Health and beauty,51.71,4,10.342,217.182,07-Mar-22,13:53,Knet
777-67-2495,Farwaniya,Normal,Female,Home and lifestyle,68.97,3,10.3455,217.2555,30-Mar-22,11:26,Knet
749-24-1565,Hawally,Normal,Female,Health and beauty,23.03,9,10.3635,217.6335,31-Mar-22,12:02,Credit card
891-58-8335,Farwaniya,Member,Female,Sports and travel,29.61,7,10.3635,217.6335,23-Mar-22,15:53,Credit card
551-21-3069,Aljahra,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,01-Mar-22,11:27,Knet
704-20-4138,Aljahra,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,02-Mar-22,18:58,Knet
457-12-0244,Aljahra,Member,Female,Sports and travel,35.22,6,10.566,221.886,30-Mar-22,13:49,Knet
365-16-4334,Aljahra,Normal,Female,Food and beverages,26.43,8,10.572,222.012,30-Mar-22,14:26,Knet
366-43-6862,Farwaniya,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,01-Mar-22,16:32,Knet
716-39-1409,Farwaniya,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,31-Mar-22,18:19,Credit card
717-96-4189,Aljahra,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,27-Mar-22,12:40,Credit card
226-71-3580,Aljahra,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,30-Mar-22,12:02,Knet
544-55-9589,Farwaniya,Member,Female,Electronic accessories,21.43,10,10.715,225.015,31-Mar-22,11:51,Knet
209-61-0206,Hawally,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,31-Mar-22,17:29,Knet
420-97-3340,Hawally,Normal,Female,Food and beverages,71.68,3,10.752,225.792,30-Mar-22,15:30,Knet
218-59-9410,Hawally,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,29-Mar-22,02:04,Knet
662-47-5456,Aljahra,Member,Male,Health and beauty,35.19,6,17.595,228.735,29-Mar-22,19:06,Credit card
